y,Output,USO0,DJIA0,UNG0,USO1,DJIA1,UNG1,USO2,DJIA2,UNG2,USO3,DJIA3,UNG3,USO4,DJIA4,UNG4
1325,-0.71,1.59,1.05,0.81,-1.01,-0.42,-0.74,-1.79,0.52,-1.27,-0.59,-1.21,-1.96,0.35,-2.37,-0.96
1326,0.37,-0.71,0.22,-0.99,1.59,1.05,0.81,-1.01,-0.42,-0.74,-1.79,0.52,-1.27,-0.59,-1.21,-1.96
1327,1.16,0.37,-0.57,0.84,-0.71,0.22,-0.99,1.59,1.05,0.81,-1.01,-0.42,-0.74,-1.79,0.52,-1.27
1328,1.57,1.16,0.94,-0.38,0.37,-0.57,0.84,-0.71,0.22,-0.99,1.59,1.05,0.81,-1.01,-0.42,-0.74
1329,1.41,1.57,-0.16,0.84,1.16,0.94,-0.38,0.37,-0.57,0.84,-0.71,0.22,-0.99,1.59,1.05,0.81
1330,1.51,1.41,-0.38,-0.92,1.57,-0.16,0.84,1.16,0.94,-0.38,0.37,-0.57,0.84,-0.71,0.22,-0.99
1331,2.3,1.51,-1.87,1.14,1.41,-0.38,-0.92,1.57,-0.16,0.84,1.16,0.94,-0.38,0.37,-0.57,0.84
1332,-0.4,2.3,1.15,1.09,1.51,-1.87,1.14,1.41,-0.38,-0.92,1.57,-0.16,0.84,1.16,0.94,-0.38
1333,-1.08,-0.4,-0.75,-0.89,2.3,1.15,1.09,1.51,-1.87,1.14,1.41,-0.38,-0.92,1.57,-0.16,0.84
1334,-0.93,-1.08,-0.56,0.16,-0.4,-0.75,-0.89,2.3,1.15,1.09,1.51,-1.87,1.14,1.41,-0.38,-0.92
1335,-0.18,-0.93,1.96,-1.49,-1.08,-0.56,0.16,-0.4,-0.75,-0.89,2.3,1.15,1.09,1.51,-1.87,1.14
1336,0.72,-0.18,-0.34,0.07,-0.93,1.96,-1.49,-1.08,-0.56,0.16,-0.4,-0.75,-0.89,2.3,1.15,1.09
1337,-0.2,0.72,-0.2,0.37,-0.18,-0.34,0.07,-0.93,1.96,-1.49,-1.08,-0.56,0.16,-0.4,-0.75,-0.89
1338,0.78,-0.2,-0.09,0.36,0.72,-0.2,0.37,-0.18,-0.34,0.07,-0.93,1.96,-1.49,-1.08,-0.56,0.16
1339,1.4,0.78,-0.11,1.79,-0.2,-0.09,0.36,0.72,-0.2,0.37,-0.18,-0.34,0.07,-0.93,1.96,-1.49
1340,0.91,1.4,0.33,-0.51,0.78,-0.11,1.79,-0.2,-0.09,0.36,0.72,-0.2,0.37,-0.18,-0.34,0.07
1341,2.81,0.91,-0.19,0.64,1.4,0.33,-0.51,0.78,-0.11,1.79,-0.2,-0.09,0.36,0.72,-0.2,0.37
1342,0.2,2.81,-0.38,1.64,0.91,-0.19,0.64,1.4,0.33,-0.51,0.78,-0.11,1.79,-0.2,-0.09,0.36
1343,0.93,0.2,0.29,-0.12,2.81,-0.38,1.64,0.91,-0.19,0.64,1.4,0.33,-0.51,0.78,-0.11,1.79
1344,0.43,0.93,-0.1,1.05,0.2,0.29,-0.12,2.81,-0.38,1.64,0.91,-0.19,0.64,1.4,0.33,-0.51
1345,0.79,0.43,0.9,0,0.93,-0.1,1.05,0.2,0.29,-0.12,2.81,-0.38,1.64,0.91,-0.19,0.64
1346,0.83,0.79,2.11,0.67,0.43,0.9,0,0.93,-0.1,1.05,0.2,0.29,-0.12,2.81,-0.38,1.64
1347,-0.9,0.83,-0.27,-0.26,0.79,2.11,0.67,0.43,0.9,0,0.93,-0.1,1.05,0.2,0.29,-0.12
1348,1.81,-0.9,-0.15,-0.92,0.83,-0.27,-0.26,0.79,2.11,0.67,0.43,0.9,0,0.93,-0.1,1.05
1349,0.19,1.81,-1.21,0.51,-0.9,-0.15,-0.92,0.83,-0.27,-0.26,0.79,2.11,0.67,0.43,0.9,0
1350,0.44,0.19,0.44,-0.54,1.81,-1.21,0.51,-0.9,-0.15,-0.92,0.83,-0.27,-0.26,0.79,2.11,0.67
1351,0.44,0.44,-0.4,0.5,0.19,0.44,-0.54,1.81,-1.21,0.51,-0.9,-0.15,-0.92,0.83,-0.27,-0.26
1352,0.75,0.44,0.71,-0.81,0.44,-0.4,0.5,0.19,0.44,-0.54,1.81,-1.21,0.51,-0.9,-0.15,-0.92
1353,2.98,0.75,-0.71,-1.39,0.44,0.71,-0.81,0.44,-0.4,0.5,0.19,0.44,-0.54,1.81,-1.21,0.51
1354,1.06,2.98,-0.19,1.38,0.75,-0.71,-1.39,0.44,0.71,-0.81,0.44,-0.4,0.5,0.19,0.44,-0.54
1355,-3.36,1.06,0.8,-1.27,2.98,-0.19,1.38,0.75,-0.71,-1.39,0.44,0.71,-0.81,0.44,-0.4,0.5
1356,-0.64,-3.36,-0.17,0.08,1.06,0.8,-1.27,2.98,-0.19,1.38,0.75,-0.71,-1.39,0.44,0.71,-0.81
1357,0.66,-0.64,2.18,0.35,-3.36,-0.17,0.08,1.06,0.8,-1.27,2.98,-0.19,1.38,0.75,-0.71,-1.39
1358,2.78,0.66,0.5,0.69,-0.64,2.18,0.35,-3.36,-0.17,0.08,1.06,0.8,-1.27,2.98,-0.19,1.38
1359,0.72,2.78,-1.2,0.63,0.66,0.5,0.69,-0.64,2.18,0.35,-3.36,-0.17,0.08,1.06,0.8,-1.27
1360,-0.7,0.72,-1.41,0.17,2.78,-1.2,0.63,0.66,0.5,0.69,-0.64,2.18,0.35,-3.36,-0.17,0.08
1361,1.6,-0.7,-0.87,1,0.72,-1.41,0.17,2.78,-1.2,0.63,0.66,0.5,0.69,-0.64,2.18,0.35
1362,-2.28,1.6,-0.26,1.64,-0.7,-0.87,1,0.72,-1.41,0.17,2.78,-1.2,0.63,0.66,0.5,0.69
1363,1.02,-2.28,1.29,-1.27,1.6,-0.26,1.64,-0.7,-0.87,1,0.72,-1.41,0.17,2.78,-1.2,0.63
1364,-0.62,1.02,1.6,1.42,-2.28,1.29,-1.27,1.6,-0.26,1.64,-0.7,-0.87,1,0.72,-1.41,0.17
1365,-0.48,-0.62,-3.04,-1.7,1.02,1.6,1.42,-2.28,1.29,-1.27,1.6,-0.26,1.64,-0.7,-0.87,1
1366,0.19,-0.48,2.24,-1.6,-0.62,-3.04,-1.7,1.02,1.6,1.42,-2.28,1.29,-1.27,1.6,-0.26,1.64
1367,0.91,0.19,2.41,1.2,-0.48,2.24,-1.6,-0.62,-3.04,-1.7,1.02,1.6,1.42,-2.28,1.29,-1.27
1368,0.84,0.91,-2.35,0.35,0.19,2.41,1.2,-0.48,2.24,-1.6,-0.62,-3.04,-1.7,1.02,1.6,1.42
1369,2.56,0.84,1.69,0.37,0.91,-2.35,0.35,0.19,2.41,1.2,-0.48,2.24,-1.6,-0.62,-3.04,-1.7
1370,0.42,2.56,-0.63,1.4,0.84,1.69,0.37,0.91,-2.35,0.35,0.19,2.41,1.2,-0.48,2.24,-1.6
1371,1.1,0.42,2.06,-0.8,2.56,-0.63,1.4,0.84,1.69,0.37,0.91,-2.35,0.35,0.19,2.41,1.2
1372,2.81,1.1,-1.31,0.2,0.42,2.06,-0.8,2.56,-0.63,1.4,0.84,1.69,0.37,0.91,-2.35,0.35
1373,-2.33,2.81,-0.54,1.12,1.1,-1.31,0.2,0.42,2.06,-0.8,2.56,-0.63,1.4,0.84,1.69,0.37
1374,-0.16,-2.33,-1.4,-0.17,2.81,-0.54,1.12,1.1,-1.31,0.2,0.42,2.06,-0.8,2.56,-0.63,1.4
1375,-0.71,-0.16,0.24,-0.33,-2.33,-1.4,-0.17,2.81,-0.54,1.12,1.1,-1.31,0.2,0.42,2.06,-0.8
1376,1.74,-0.71,0.89,-0.32,-0.16,0.24,-0.33,-2.33,-1.4,-0.17,2.81,-0.54,1.12,1.1,-1.31,0.2
1377,-0.99,1.74,0.03,1.16,-0.71,0.89,-0.32,-0.16,0.24,-0.33,-2.33,-1.4,-0.17,2.81,-0.54,1.12
1378,1.55,-0.99,-1.69,-0.48,1.74,0.03,1.16,-0.71,0.89,-0.32,-0.16,0.24,-0.33,-2.33,-1.4,-0.17
1379,0.38,1.55,-0.26,-0.38,-0.99,-1.69,-0.48,1.74,0.03,1.16,-0.71,0.89,-0.32,-0.16,0.24,-0.33
1380,0.22,0.38,0.61,-0.41,1.55,-0.26,-0.38,-0.99,-1.69,-0.48,1.74,0.03,1.16,-0.71,0.89,-0.32
1381,-1.12,0.22,1.67,2.15,0.38,0.61,-0.41,1.55,-0.26,-0.38,-0.99,-1.69,-0.48,1.74,0.03,1.16
1382,1.18,-1.12,1.85,-0.32,0.22,1.67,2.15,0.38,0.61,-0.41,1.55,-0.26,-0.38,-0.99,-1.69,-0.48
1383,0.85,1.18,0.59,-0.48,-1.12,1.85,-0.32,0.22,1.67,2.15,0.38,0.61,-0.41,1.55,-0.26,-0.38
1384,-0.51,0.85,-1.48,0.31,1.18,0.59,-0.48,-1.12,1.85,-0.32,0.22,1.67,2.15,0.38,0.61,-0.41
1385,0.89,-0.51,1.55,-0.55,0.85,-1.48,0.31,1.18,0.59,-0.48,-1.12,1.85,-0.32,0.22,1.67,2.15
1386,0.81,0.89,-1.05,1.17,-0.51,1.55,-0.55,0.85,-1.48,0.31,1.18,0.59,-0.48,-1.12,1.85,-0.32
1387,-0.1,0.81,-0.01,0.1,0.89,-1.05,1.17,-0.51,1.55,-0.55,0.85,-1.48,0.31,1.18,0.59,-0.48
1388,1.88,-0.1,-1.68,-0.75,0.81,-0.01,0.1,0.89,-1.05,1.17,-0.51,1.55,-0.55,0.85,-1.48,0.31
1389,2.12,1.88,0.75,0.27,-0.1,-1.68,-0.75,0.81,-0.01,0.1,0.89,-1.05,1.17,-0.51,1.55,-0.55
1390,1.18,2.12,0.6,0.96,1.88,0.75,0.27,-0.1,-1.68,-0.75,0.81,-0.01,0.1,0.89,-1.05,1.17
1391,-1.46,1.18,0.63,0.68,2.12,0.6,0.96,1.88,0.75,0.27,-0.1,-1.68,-0.75,0.81,-0.01,0.1
1392,-0.28,-1.46,-0.43,-0.24,1.18,0.63,0.68,2.12,0.6,0.96,1.88,0.75,0.27,-0.1,-1.68,-0.75
1393,0.72,-0.28,1.13,0.25,-1.46,-0.43,-0.24,1.18,0.63,0.68,2.12,0.6,0.96,1.88,0.75,0.27
1394,-1.7,0.72,-1.15,1.13,-0.28,1.13,0.25,-1.46,-0.43,-0.24,1.18,0.63,0.68,2.12,0.6,0.96
1395,0.53,-1.7,-1.73,-0.98,0.72,-1.15,1.13,-0.28,1.13,0.25,-1.46,-0.43,-0.24,1.18,0.63,0.68
1396,-0.06,0.53,-1.18,0.09,-1.7,-1.73,-0.98,0.72,-1.15,1.13,-0.28,1.13,0.25,-1.46,-0.43,-0.24
1397,1.35,-0.06,0.94,-0.26,0.53,-1.18,0.09,-1.7,-1.73,-0.98,0.72,-1.15,1.13,-0.28,1.13,0.25
1398,1.22,1.35,3.33,-0.08,-0.06,0.94,-0.26,0.53,-1.18,0.09,-1.7,-1.73,-0.98,0.72,-1.15,1.13
1399,-0.09,1.22,-0.43,0.61,1.35,3.33,-0.08,-0.06,0.94,-0.26,0.53,-1.18,0.09,-1.7,-1.73,-0.98
1400,1.18,-0.09,0.29,0.51,1.22,-0.43,0.61,1.35,3.33,-0.08,-0.06,0.94,-0.26,0.53,-1.18,0.09
1401,0.05,1.18,1.51,0.8,-0.09,0.29,0.51,1.22,-0.43,0.61,1.35,3.33,-0.08,-0.06,0.94,-0.26
1402,1.1,0.05,-2.45,-0.16,1.18,1.51,0.8,-0.09,0.29,0.51,1.22,-0.43,0.61,1.35,3.33,-0.08
1403,0.01,1.1,0.53,-0.5,0.05,-2.45,-0.16,1.18,1.51,0.8,-0.09,0.29,0.51,1.22,-0.43,0.61
1404,-1.23,0.01,5.46,-1.36,1.1,0.53,-0.5,0.05,-2.45,-0.16,1.18,1.51,0.8,-0.09,0.29,0.51
1405,-0.23,-1.23,2.91,0.03,0.01,5.46,-1.36,1.1,0.53,-0.5,0.05,-2.45,-0.16,1.18,1.51,0.8
1406,-0.26,-0.23,-1.76,-0.46,-1.23,2.91,0.03,0.01,5.46,-1.36,1.1,0.53,-0.5,0.05,-2.45,-0.16
1407,0.18,-0.26,-3.28,-0.66,-0.23,-1.76,-0.46,-1.23,2.91,0.03,0.01,5.46,-1.36,1.1,0.53,-0.5
1408,-0.28,0.18,0.01,-0.47,-0.26,-3.28,-0.66,-0.23,-1.76,-0.46,-1.23,2.91,0.03,0.01,5.46,-1.36
1409,-0.1,-0.28,-1.19,-0.74,0.18,0.01,-0.47,-0.26,-3.28,-0.66,-0.23,-1.76,-0.46,-1.23,2.91,0.03
1410,-0.4,-0.1,0.23,0.76,-0.28,-1.19,-0.74,0.18,0.01,-0.47,-0.26,-3.28,-0.66,-0.23,-1.76,-0.46
1411,-0.65,-0.4,-1.33,0,-0.1,0.23,0.76,-0.28,-1.19,-0.74,0.18,0.01,-0.47,-0.26,-3.28,-0.66
